ID,PDB code,pKd pKi pIC50,Canonical SMILES
202,1elr,4.96,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)C(C)C)CCC(=O)O)CCC(=O)O)NC(=O)C
203,1enu,5.08,Nc1ccc2c(c1)c(=O)[nH][nH]c2=O
204,1eoc,6.05,O=N(=O)c1ccc(c(c1)O)O
205,1epo,7.96,CCCC[C@@H](C(=O)N[C@H](C(C(C(=O)NC)(F)F)(O)O)CC1CCCCC1)NC(=O)[C@@H](NC(=O)N1CCOCC1)Cc1ccccc1
206,1erb,8.1,CCNC(=O)/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
207,1ew8,2.26,OC(=O)CP(O)(O)O
208,1ew9,3.22,SCP(O)(O)O
209,1ex8,6.33,Nc1nc2ncc(nc2c(=O)[nH]1)COP(OP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(O)O)(O)O
210,1ez9,5.1,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O
211,1ezq,9.05,[NH3+]Cc1cccc(c1)c1ccc(cc1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C(=[NH2+])N)C
212,1f0r,7.66,O=C1N(CC[C@@H]1NS(=O)(=O)c1sc2c(c1)nccc2)Cc1ccc2c(c1)c(N)ncc2
213,1f0s,7.74,O=C1N(CC[C@@H]1NS(=O)(=O)c1sc2c(c1)nccc2)Cc1[nH]c2c(c1)ccnc2
214,1f0t,6,O=C1N(CC[C@@H]1NS(=O)(=O)c1cc2c(s1)cccn2)Cc1cc(ccc1O)C(=[NH2+])N
215,1f0u,7.16,[NH3+]Cc1cccc(c1)c1ccc(cc1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C(=[NH2+])N)C
216,1f3e,6.7,Nc1cc(N)c2c(c1)c(=O)[nH][nH]c2=O
217,1f4e,2.96,OC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(cc1)C
218,1f4f,4.62,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)S(=O)(=O)N1CCC[C@@H]1C(=O)O
219,1f4g,6.48,OC(=O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O
220,1f4x,5.59,OCC[C@H](C(=O)N[C@@H]1[C@@H](C)O[C@@H]([C@H]([C@H]1O)OC)OC)O
221,1f57,5.64,OC(=O)[C@H]([NH3+])CS
222,1f5k,3.74,NC(=[NH2+])c1ccccc1
223,1f5l,5.28,Nc1nc(N)c(nc1C(=O)[NH+]=C(N)N)Cl
224,1f73,2.39,OC[C@H]([C@H]([C@@H]([C@@H]([C@H](C[C@H](C(=O)O)O)O)NC(=O)C)O)O)O
225,1f74,3.05,OC[C@H]([C@H]([C@@H]([C@H](NC(=O)C)CCC(=O)C(=O)O)O)O)O
226,1f8b,5.4,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
227,1f8c,7.4,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)O)O
228,1f8d,3.4,[NH3+]C[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)O)C(=O)O)O)O
229,1f8e,4.82,[NH3+]C[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)O)O
230,1fao,7.37,O[C@@H]1[C@H](OP(O)(O)O)[C@@H](OP(O)(O)O)[C@@H]([C@H]([C@@H]1OP(O)(O)O)O)OP(O)(O)O
231,1fch,7.15,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)[NH3+])CCC(=O)N
232,1fcx,7.19,O[C@@H](c1ccc2c(c1)ccc(c2)C(=O)O)c1ccc2c(c1)C(C)(C)CCC2(C)C
233,1fcy,8.52,O=C(c1ccc2c(c1)ccc(c2)C(=O)O)c1ccc2c(c1)C(C)(C)CCC2(C)C
234,1fcz,9.22,O=C(c1ccc2c(c1)C(C)(C)CCC2(C)C)/C=C/c1ccc(cc1)C(=O)O
235,1fd0,8.4,O/N=C(\c1ccc2c(c1)ccc(c2)C(=O)O)/c1ccc2c(c1)C(C)(C)CCC2(C)C
236,1fh7,5.24,O[C@H]1C[NH2+]C[C@H]([C@@H]1O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
237,1fh8,6.89,O[C@@H]1C[NH2+]CC[C@H]1O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
238,1fh9,6.43,O/N=C/1\NC[C@H]([C@@H]([C@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
239,1fhd,6.82,O[C@@H]1CO[C@H]([C@@H]([C@H]1O)O)O[C@@H]1Cn2ccnc2[C@@H]([C@H]1O)O
240,1fiv,6.59,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1cccc2c1cccc2)NC(=O)C[C@@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1cccc2c1cccc2)NC(=O)C)CC(C)C)O
241,1fjs,9.96,OC(=O)CN(c1c(F)c(Oc2cccc(c2)C2=NCCN2C)nc(c1F)Oc1cc(ccc1O)C(=[NH2+])N)C
242,1fkb,9.7,CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@H]([C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C1)C)/C)O)OC)C)C)/C)C
243,1fkf,9.4,C/C=C\[C@@H]1/C=C(\C)/C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@H]([C@@H](C1)OC)O)/C)CCCC2
244,1fkg,8,CCC(C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](c1ccccc1)CCc1ccccc1)(C)C
245,1fkh,8.15,CCC(C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](C1CCCCC1)CCc1ccccc1)(C)C
246,1fki,7,O=C1CCCCCCCCCCCOC(=O)[C@H]2N(C(=O)C(=O)C(CO1)(C)C)CCCC2
247,1fkn,8.8,CC(C[C@@H]([C@H](C[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)CCC(=O)O)C)C)O)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(=O)O)[NH3+])CC(=O)N)C
248,1fkw,5.05,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2
249,1fl3,6.8,O=C(Nc1ccc(cc1)/C=C/c1ccccc1)CCCC(=O)O
250,1flr,10,Oc1ccc2c(c1)oc1c(c2c2ccccc2C(=O)O)ccc(=O)c1
251,1fm9,9,OC(=O)[C@@H](Nc1ccccc1C(=O)c1ccccc1)Cc1ccc(cc1)OCCc1nc(oc1C)c1ccccc1
252,1fo0,5.59,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)O)[C@H](O)C)CC(=O)N)Cc1ccccc1)CC(=O)O)Cc1ccccc1)CC(=O)N)[NH3+])C
253,1fpc,7,CC[C@@H]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1cccc2c1cccc2N(C)C)CCC[NH+]=C(N)N
254,1fq5,8.4,CC(C[C@@H]1NC(=O)[C@H](CCC(=O)NCc2cccc(CNC(=O)[C@@H](NC(=O)C[C@@H]1O)CC(C)C)c2)NC(=O)C(Cc1cccc2c1cccc2)Cc1cccc2c1cccc2)C
255,1ft7,5.18,[NH3+][C@H](P(O)(O)O)CC(C)C
256,1ftm,7.61,OC(=O)[C@H](Cc1c(C)o[nH]c1=O)[NH3+]
257,1fv0,5.93,COc1c(O)ccc2c1cc(N(=O)=O)c1c2c2OCOc2cc1C(=O)O
258,1fzj,8.1,NC(=O)CC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)O)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)CNC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])Cc1ccc(cc1)O
259,1fzk,8.4,CC(C[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])C)C)C
260,1fzm,7.7,NC(=O)CC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)O)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)CNC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])Cc1ccc(cc1)O
261,1fzo,7.89,CC(C[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)N)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])C)C)C
262,1fzq,7.62,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
263,1g1d,9.44,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1F
264,1g2k,7.96,CNC(=O)c1cccc(c1)CN1[C@H](COc2ccccc2)[C@H](O)[C@H]([C@H](N(S1(=O)=O)Cc1ccccc1)COc1ccccc1)O
265,1g2l,7.24,CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2+])N)/c1ccccn1
266,1g2o,10.55,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O
267,1g30,6.85,CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2+])N)/c1ccccn1
268,1g32,6.11,Cn1c(CNc2ccc(cc2)C(=[NH2+])N)nc2c1ccc(c2)Cn1c(C)nc2c1cccc2
269,1g35,8.14,COC(=O)c1ccc(cc1)CN1[C@H](COc2ccccc2)[C@H](O)[C@H]([C@H](N(S1(=O)=O)Cc1ccc(cc1)CO)COc1ccccc1)O
270,1g36,7.17,Cn1c(CNc2ccc(cc2)C(=[NH2+])N)nc2c1ccc(c2)Cn1c(C)nc2c1cccc2
271,1g3d,5.55,OC(=O)[C@@H](/N=C/c1cc(ccc1O)C(=[NH2+])N)C
272,1g3e,5.38,OC(=O)[C@@H](/N=C/c1ccc(cc1O)C(=[NH2+])N)C
273,1g45,8.64,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1F
274,1g46,8.8,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1cccc(c1F)F
275,1g48,8.41,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)cccc1F
276,1g4o,8.25,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1
277,1g52,9.54,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1cccc(c1F)F
278,1g53,9.04,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)cccc1F
279,1g54,8.82,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)c(F)c(c(c1F)F)F
280,1g74,6.52,CCCCCCCC/C=C\CCCCCCCC(=O)O
281,1g7f,5.47,CCCCCNC(=O)[C@H](Cc1ccc(cc1)OC(C(=O)O)C(=O)O)NC(=O)N[C@H](C(=O)O)Cc1ccccc1
282,1g7g,6.6,CCCCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)O)Cc1ccc(c(c1)C(=O)O)OCC(=O)O
283,1g7q,6.06,OC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C)CCC[NH+]=C(N)N)[C@H](O)C)CC(=O)O)C)[NH3+]
284,1g7v,6.4,OC(=O)C[N@H+](CP(O)(O)O)C[C@H]([C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O)O
285,1g85,5.48,CCCCC[C@@H](CC)O
286,1g98,5.7,O[C@@H]([C@H]([C@@H](C(=O)O)O)O)COP(O)(O)O
287,1gaf,8,OC(=O)CCCCP(Oc1ccc(cc1)N(=O)=O)(O)O
288,1gai,8,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
289,1gar,10,O=C(NCCCCOP(O)(O)O)CSCC(=O)N(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCCc1c(N)nc([nH]c1=O)N
290,1gfy,5.08,O=C(C(=O)O)Nc1sc2c(c1C(=O)O)CCSC2
291,1ghv,4.35,O=c1[nH]cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
292,1ghw,4.2,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
293,1ghy,8.1,Oc1cccnc1c1nc2c([nH]1)cc(cc2)C(=[NH2+])N
294,1ghz,4.8,O=c1[nH]cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
295,1gi1,5.47,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
296,1gi4,7.19,Oc1ccccc1c1nc2c([nH]1)cc(cc2)C(=[NH2+])N
297,1gi7,4.51,O=c1[nH]cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
298,1gj6,7,Oc1c(cccc1c1ccccc1)c1[nH]c2c(c1)cc(c(c2)Cl)C(=[NH2+])N
299,1gjc,6.35,Oc1c(cccc1c1nc2c([nH]1)cc(cc2)C(=[NH2+])N)c1ccccc1
300,1gnm,6.25,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)CCC[NH+]=C(N)N)NC(=O)[C@H](C(C)C)C[C@@H]([C@@H](NC(=O)C)CC1CCCCC1)O
301,1gnn,5.68,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)CCC[NH+]=C(N)N)NC(=O)[C@H](C(C)C)C[C@@H]([C@@H](NC(=O)C)CC1CCCCC1)O
302,1gno,7.7,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)CCC[NH+]=C(N)N)NC(=O)[C@H](C(C)C)C[C@@H]([C@@H](NC(=O)C)CC1CCCCC1)O
303,1gpk,5.37,C/C=C/1\[C@@H]2C=C(C[C@@]1([NH3+])c1c(C2)[nH]c(=O)cc1)C
304,1gpn,6.48,CC1=C[C@H]2Cc3c([C@@]4(C1)[C@@H]2CCC[NH2+]4)ccc(=O)[nH]3
305,1grp,3.72,OC(=O)C[C@@H]([C@H](C(=O)O)O)C(=O)O
306,1gvw,6.96,CC[C@@H](CNC(=O)CP([C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)CC(C)C)(O)O)C
307,1gvx,7.22,OC(=O)CC[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[NH2+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)O)CCC[NH+]=C(N)N)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]1[NH2+]CCC1
308,1gwv,2.57,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O
309,1gx8,6.37,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
310,1gyx,2.48,OC(=O)c1ccccc1
311,1gyy,3.64,Oc1ccc(cc1)/C=C(\C(=O)O)/F
312,1h0a,5.44,O[C@@H]1[C@@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)O
313,1h1s,8.22,NS(=O)(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)[nH]cn2
314,1h22,9.1,O=c1ccc2c([nH]1)CCC[C@@H]2[NH2+]CCCCCCCCCC[NH2+][C@H]1CCCc2c1ccc(=O)[nH]2
315,1h23,8.35,O=c1ccc2c([nH]1)CCC[C@@H]2[NH2+]CCCCCCCCCCCC[NH2+][C@H]1CCCc2c1ccc(=O)[nH]2
316,1h2k,2.92,OC(=O)CNC(=O)C(=O)O
317,1h2t,7.89,Nc1[nH]c(=O)c2c(n1)N(CN2C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)[nH]c2=O)(O)O)(O)O)(O)O
318,1h46,3.57,O[C@@H](COc1cccc2c1cccc2)/C=N\C(C)C
319,1h4w,4.66,NC(=[NH2+])c1ccccc1
320,1h5v,3.93,OC[C@H]1O[C@@H](S[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)S[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)OC)[C@@H]([C@H]([C@@H]1S[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)S[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
321,1h6h,5.3,CCCC(=O)O[C@H](COP(O[C@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]([C@H]1O)OP(O)(O)O)O)(O)O)COC(=O)CCC
322,1hbv,6.37,COC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]([N@@H+]1CCC(=C[C@H](C1)Cc1ccccc1)[C@@H](NC(=O)[C@@H]([NH3+])C)C)C
323,1hdq,5.82,ONC(=O)N[C@@H](C(=O)O)Cc1ccccc1
324,1hee,5.34,ONC(=O)N[C@H](C(=O)O)Cc1ccccc1
325,1hfs,8.7,Fc1ccc(cc1)c1ccc(cc1)CC[C@@H](C(=O)N[C@H](C(=O)Nc1ccccc1)CC(C)C)C[C@@H](C(=O)O)CCCCN1Cc2c(C1=O)cccc2
326,1hi3,4.19,O[C@@H]1[C@@H](COP(O)(O)O)O[C@H]([C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N
327,1hi4,4.49,O[C@@H]1[C@H](OP(O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O
328,1hi5,4.04,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
329,1hih,8.05,CC(=O)N[C@H](C(=O)N[N@H+](C[C@@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)C)Cc1ccccc1)O)CC1CCCCC1)C(C)C
330,1hii,7.28,CC(=O)N[C@H](C(=O)N[N@H+](C[C@@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)C)Cc1ccccc1)O)CC1CCCCC1)C(C)C
331,1hk4,5.31,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)[NH3+]
332,1hlk,5,CO[C@@H]1O[C@@H](C)Cc2c1c(=O)c1c(o2)cc(c(c1C(=O)O)O)O
333,1hmr,6.55,CCCCCCCCCCCCCCCCCC(=O)O
334,1hms,6.37,CCCCCCCC/C=C\CCCCCCCC(=O)O
335,1hmt,5.79,CCCCCCCCCCCCCCCCCC(=O)O
336,1hn4,3.82,CCCCCCCCCCCCCCCCOC[C@@H](OP(OC)(O)O)COCC(F)(F)F
337,1hos,8.55,CC([C@@H](C(=O)N[C@H](P([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)OCc1ccccc1)(O)O)Cc1ccccc1)NC(=O)OCc1ccccc1)C
338,1hp5,6.55,OC[C@H]1O[C@@H]2SC(=N[C@@H]2[C@H]([C@@H]1O)O)C
339,6s5k,7.32,O=C1N(Cc2ccccc2)C(=O)C(=C1Cc1ccccc1)NCCCCc1ccccc1
340,1hpo,9.22,N#Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)[C@@H](c1c(=O)oc2c(c1O)CCCCCC2)C1CC1
341,1hps,9.22,O=C(N[C@H](C(=O)N[C@H]([C@H](C[C@H](c1ncc([nH]1)C(=O)C(C)C)Cc1ccccc1)O)Cc1ccccc1)C(C)C)OCc1ccccc1
342,1hpv,9.22,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C
343,1hpx,11.26,CSC[C@@H](C(=O)N[C@H]([C@@H](C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)COc1cccc2c1ccnc2
344,1hsh,9.42,O[C@H](C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1
345,1hsl,7.19,OC(=O)[C@@H]([NH3+])Cc1c[nH]cn1
346,1hvh,7.96,OCc1ccc(cc1)CN1[C@H](Cc2ccccc2)[C@H](O)[C@H]([C@H](N(/C/1=[NH+]\C#N)Cc1ccc(cc1)CO)Cc1ccccc1)O
347,1hvi,10.92,O[C@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C
348,1hvj,11.4,O[C@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)Cc1ccccc1)C[C@@H](NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)Cc1ccccc1
349,1hvk,10.96,O[C@H]([C@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C
350,1hvl,9.95,O[C@@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C
351,1hvr,9.51,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(C(=O)N([C@@H]1Cc1ccccc1)Cc1ccc2c(c1)cccc2)Cc1ccc2c(c1)cccc2
352,1hvs,10.3,O[C@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C)O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1ccccn1)C
353,1hwr,8.33,C=CCN1[C@H](Cc2ccccc2)[C@H](O)[C@H]([C@H](N(C1=O)CC=C)Cc1ccccc1)O
354,1hxb,9.92,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
355,1hxw,10.82,O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1
356,1hyo,4.07,O=C(CP(O)(O)C)CC(=O)O
357,1i1e,5.03,OCC(=O)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H](C2)[NH3+])O)c2c(C1)c(O)c1c(c2O)c(O)c2c(c1O)cccc2OC
358,1i2s,3.31,OC(=O)C(CC(=O)O)(CC(=O)O)O
359,1i37,9.57,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C
360,1i5r,8.52,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CCCCCCCC[C@H]1C[C@@H]2[C@]([C@H]1O)(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O
361,1i7z,6.4,COC(=O)[C@H]1[C@H](C[C@H]2[N@@H+]([C@@H]1CC2)C)OC(=O)c1ccccc1
362,1i9n,8.66,Fc1ccc(c(c1)CNC(=O)c1ccc(cc1)S(=O)(=O)N)F
363,1i9p,8.41,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)cc(cc1F)F
364,1ie9,10.19,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](CCCC(O)(C)C)C)C)/C1
365,1if7,10.52,C[C@@H](Cn1ccc2c1cccc2)CNC(=O)c1ccc(cc1)S(=O)(=O)N
366,1if8,9.64,C[C@H](Cn1ccc2c1cccc2)CNC(=O)c1ccc(cc1)S(=O)(=O)N
367,1igb,6.4,ONC(=O)[C@@H](Cc1ccc(cc1)I)[NH3+]
368,1igj,10,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O
369,1ii5,6.62,OC(=O)CC[C@@H](C(=O)O)[NH3+]
370,1iih,2.89,OC(=O)[C@@H](COP(O)(O)O)O
371,1iiq,7.48,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)[NH2+]C[C@@H]([C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1)O
372,1ik4,7.41,ONC(=O)COP(O)(O)O
373,1ikt,3.4,COCCOCCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C
374,1ivp,7.52,CC[C@@H]([C@@H](C(=O)NCc1ccccn1)NC(=O)[C@@H]([C@H](C(=O)[C@@H](NC(=O)[C@H](Cc1[nH]cnc1)NC(=O)COc1cccc2c1cccc2)CC1CCCCC1)O)C(C)C)C
375,1iy7,6.19,OC(=O)[C@@H](NS(=O)(=O)N)Cc1ccccc1
376,1izh,7.7,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H](C[C@@H]([C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1)O)Cc1ccccc1
377,1izi,6.59,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H](C[C@@H]([C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1)O)Cc1ccccc1
